customer_id,signup_date,country,device,acquisition_channel,plan,gross_mrr,discount_rate,net_mrr,monthly_sessions,support_tickets_last_90d,nps_score,is_churned,churn_date
C00259,2024-05-09,South Africa,Desktop,Paid Search,Basic,99.0,0.01,98.01,9,1,5,1,2024-07-12
C00260,2024-08-16,South Africa,Mobile,Organic,Basic,99.0,0.092,89.89,8,0,8,0,
C00261,2025-12-05,USA,Desktop,Paid Search,Standard,179.0,0.238,136.4,29,1,5,0,
C00262,2026-01-24,Kenya,Mobile,Referral,Standard,179.0,0.066,167.19,10,0,5,0,
C00263,2025-03-18,United Kingdom,Mobile,Referral,Basic,99.0,0.046,94.45,22,0,4,1,2025-04-25
C00264,2024-12-06,South Africa,Mobile,Organic,Basic,99.0,0.069,92.17,31,0,5,0,
C00265,2024-09-21,South Africa,Desktop,Paid Search,Standard,179.0,0.195,144.1,34,1,5,1,2025-09-21
C00266,2025-04-11,Kenya,Mobile,Paid Search,Basic,99.0,0.15,84.15,24,0,5,1,2025-12-04
C00267,2025-03-26,South Africa,Mobile,Paid Social,Premium,299.0,0.044,285.84,30,1,8,0,
C00268,2024-08-12,South Africa,Mobile,Paid Search,Basic,99.0,0.203,78.9,36,2,4,1,2026-01-02
C00269,2024-01-18,Kenya,Mobile,Paid Search,Basic,99.0,0.088,90.29,0,0,7,0,
C00270,2024-04-25,Kenya,Mobile,Paid Search,Standard,179.0,0.115,158.42,17,1,5,1,2025-01-08
C00271,2025-12-31,Brazil,Tablet,Paid Social,Standard,179.0,0.097,161.64,28,1,7,1,2026-07-28
C00272,2024-11-14,South Africa,Mobile,Paid Search,Standard,179.0,0.13,155.73,18,0,7,0,
C00273,2025-01-02,Kenya,Mobile,Paid Search,Basic,99.0,0.12,87.12,28,3,7,1,2025-08-10
C00274,2024-12-21,South Africa,Tablet,Referral,Premium,299.0,0.067,278.97,24,4,4,0,
C00275,2025-08-19,South Africa,Mobile,Paid Social,Standard,179.0,0.106,160.03,22,0,7,0,
C00276,2024-02-19,Germany,Mobile,Organic,Standard,179.0,0.069,166.65,19,0,5,1,2024-07-23
C00277,2024-03-04,South Africa,Desktop,Referral,Basic,99.0,0.014,97.61,14,0,5,0,
C00278,2024-07-29,Nigeria,Desktop,Referral,Basic,99.0,0.061,92.96,14,0,6,1,2025-03-05
C00279,2025-01-05,South Africa,Desktop,Organic,Standard,179.0,0.078,165.04,23,1,10,0,
C00280,2025-05-26,South Africa,Mobile,Paid Social,Basic,99.0,0.192,79.99,12,1,4,1,2025-08-24
C00281,2025-01-08,USA,Tablet,Organic,Standard,179.0,0.025,174.52,29,1,7,0,
C00282,2024-12-02,South Africa,Mobile,Paid Social,Basic,99.0,0.198,79.4,23,0,5,0,
C00283,2025-12-15,India,Tablet,Organic,Premium,299.0,0.078,275.68,33,0,5,0,
C00284,2024-05-02,South Africa,Desktop,Paid Social,Standard,179.0,0.005,178.1,12,1,6,0,
C00285,2025-03-11,USA,Desktop,Organic,Premium,299.0,0.003,298.1,10,1,6,0,
C00286,2025-02-17,South Africa,Mobile,Paid Search,Standard,179.0,0.005,178.1,21,0,6,0,
C00287,2024-12-26,South Africa,Mobile,Partner,Basic,99.0,0.237,75.54,41,1,7,0,
C00288,2025-09-07,India,Desktop,Paid Search,Premium,299.0,0.25,224.25,34,0,4,0,
C00289,2024-07-22,South Africa,Mobile,Referral,Standard,179.0,0.001,178.82,17,0,6,0,
C00290,2025-12-27,South Africa,Mobile,Partner,Standard,179.0,0.027,174.17,24,0,8,0,
C00291,2024-09-09,Brazil,Desktop,Referral,Basic,99.0,0.079,91.18,24,1,3,1,2025-10-21
C00292,2025-02-19,Nigeria,Desktop,Organic,Standard,179.0,0.049,170.23,10,2,7,0,
C00293,2025-01-31,United Kingdom,Mobile,Referral,Premium,299.0,0.015,294.52,35,0,8,0,
C00294,2025-10-09,United Kingdom,Mobile,Organic,Standard,179.0,0.036,172.56,20,1,6,0,
C00295,2024-11-30,India,Mobile,Paid Search,Basic,99.0,0.165,82.66,17,2,7,1,2025-04-19
C00296,2024-08-04,India,Mobile,Referral,Standard,179.0,0.011,177.03,21,2,4,0,
C00297,2024-01-17,Nigeria,Mobile,Paid Social,Standard,179.0,0.125,156.62,30,3,7,1,2024-07-07
C00298,2024-10-04,South Africa,Desktop,Paid Search,Premium,299.0,0.183,244.28,18,0,8,0,
C00299,2025-09-21,South Africa,Desktop,Paid Search,Basic,99.0,0.047,94.35,4,1,6,1,2026-01-30
C00300,2024-01-08,United Kingdom,Mobile,Referral,Basic,99.0,0.034,95.63,21,0,8,1,2025-04-27
C00301,2025-11-13,India,Mobile,Paid Social,Premium,299.0,0.133,259.23,8,1,7,0,
C00302,2025-02-17,Kenya,Desktop,Paid Search,Standard,179.0,0.184,146.06,19,0,5,1,2026-05-12
C00303,2024-04-16,South Africa,Desktop,Referral,Standard,179.0,0.013,176.67,30,1,10,0,
C00304,2024-08-18,South Africa,Desktop,Organic,Standard,179.0,0.004,178.28,26,1,10,0,
C00305,2025-02-26,Kenya,Mobile,Organic,Basic,99.0,0.004,98.6,26,2,5,1,2025-06-30
C00306,2024-08-28,India,Desktop,Paid Social,Standard,179.0,0.146,152.87,26,1,7,0,
C00307,2024-03-23,South Africa,Mobile,Partner,Basic,99.0,0.151,84.05,37,0,8,1,2024-09-15
C00308,2025-05-22,United Kingdom,Mobile,Organic,Basic,99.0,0.013,97.71,13,0,7,0,
C00309,2025-05-27,India,Desktop,Organic,Standard,179.0,0.079,164.86,24,0,8,0,
C00310,2024-03-31,USA,Mobile,Organic,Standard,179.0,0.072,166.11,17,2,7,1,2024-12-10
C00311,2024-08-02,South Africa,Mobile,Referral,Premium,299.0,0.0,299.0,32,0,6,0,
C00312,2024-07-04,USA,Mobile,Organic,Basic,99.0,0.003,98.7,18,0,8,0,
C00313,2025-05-17,Nigeria,Mobile,Paid Search,Basic,99.0,0.218,77.42,32,3,5,1,2026-01-15
C00314,2025-07-10,India,Mobile,Partner,Premium,299.0,0.168,248.77,20,0,5,0,
C00315,2025-07-07,South Africa,Desktop,Organic,Basic,99.0,0.053,93.75,29,3,3,1,2026-07-14
C00316,2025-12-16,Kenya,Mobile,Paid Search,Basic,99.0,0.005,98.5,23,0,6,0,
C00317,2025-08-08,United Kingdom,Mobile,Paid Search,Basic,99.0,0.015,97.52,18,2,8,1,2025-10-31
C00318,2024-09-01,South Africa,Desktop,Referral,Standard,179.0,0.049,170.23,25,0,9,0,
C00319,2024-03-23,South Africa,Mobile,Organic,Premium,299.0,0.073,277.17,26,0,9,0,
C00320,2025-04-13,Nigeria,Desktop,Paid Search,Standard,179.0,0.042,171.48,24,1,7,1,2025-09-30
C00321,2025-11-29,Nigeria,Mobile,Organic,Standard,179.0,0.051,169.87,19,1,8,0,
C00322,2026-01-13,South Africa,Mobile,Paid Social,Basic,99.0,0.058,93.26,12,2,6,1,2026-01-30
C00323,2024-06-24,South Africa,Mobile,Referral,Basic,99.0,0.099,89.2,15,0,8,0,
C00324,2024-06-29,South Africa,Desktop,Organic,Standard,179.0,0.036,172.56,8,0,8,0,
C00325,2024-01-29,USA,Mobile,Paid Search,Basic,99.0,0.096,89.5,25,3,3,1,2024-02-09
C00326,2024-04-17,Brazil,Desktop,Referral,Basic,99.0,0.036,95.44,8,2,4,1,2025-08-15
C00327,2025-02-26,South Africa,Mobile,Organic,Basic,99.0,0.022,96.82,16,4,3,1,2025-06-09
C00328,2025-02-20,South Africa,Mobile,Organic,Basic,99.0,0.053,93.75,23,1,9,0,
C00329,2024-10-09,South Africa,Mobile,Paid Search,Standard,179.0,0.098,161.46,28,0,10,0,
C00330,2024-08-24,Kenya,Mobile,Organic,Standard,179.0,0.048,170.41,7,2,3,0,
C00331,2025-09-24,USA,Mobile,Organic,Basic,99.0,0.076,91.48,17,0,10,0,
C00332,2024-12-16,Kenya,Mobile,Paid Search,Standard,179.0,0.24,136.04,25,1,6,1,2025-12-20
C00333,2025-09-07,South Africa,Mobile,Organic,Standard,179.0,0.054,169.33,21,0,9,0,
C00334,2026-01-03,South Africa,Desktop,Paid Search,Standard,179.0,0.206,142.13,32,2,7,1,2026-09-10
C00335,2024-08-29,South Africa,Mobile,Paid Social,Premium,299.0,0.032,289.43,17,2,8,1,2025-01-06
C00336,2024-06-03,India,Mobile,Paid Search,Basic,99.0,0.067,92.37,2,0,8,0,
C00337,2025-12-27,United Kingdom,Mobile,Organic,Premium,299.0,0.001,298.7,30,2,5,0,
C00338,2025-04-28,Nigeria,Mobile,Referral,Basic,99.0,0.066,92.47,14,0,7,0,
C00339,2024-08-09,South Africa,Mobile,Organic,Basic,99.0,0.017,97.32,4,0,8,0,
C00340,2025-04-18,USA,Mobile,Referral,Basic,99.0,0.072,91.87,17,2,6,1,2026-04-12
C00341,2025-01-27,South Africa,Mobile,Organic,Standard,179.0,0.057,168.8,31,1,7,1,2026-04-14
C00342,2025-11-21,India,Desktop,Referral,Basic,99.0,0.04,95.04,8,0,7,0,
C00343,2024-07-14,USA,Mobile,Organic,Basic,99.0,0.069,92.17,37,1,6,0,
C00344,2026-01-25,Kenya,Mobile,Organic,Standard,179.0,0.086,163.61,14,1,5,0,
C00345,2025-12-14,USA,Desktop,Paid Search,Basic,99.0,0.028,96.23,19,4,4,1,2027-03-03
C00346,2024-05-17,South Africa,Mobile,Organic,Basic,99.0,0.055,93.56,8,0,8,0,
C00347,2024-05-05,United Kingdom,Mobile,Organic,Basic,99.0,0.072,91.87,18,1,4,0,
C00348,2025-02-10,South Africa,Tablet,Paid Social,Basic,99.0,0.168,82.37,17,0,6,0,
C00349,2024-02-04,Kenya,Desktop,Referral,Basic,99.0,0.079,91.18,6,0,4,0,
C00350,2024-08-15,South Africa,Desktop,Organic,Basic,99.0,0.083,90.78,41,3,4,1,2025-11-25
C00351,2024-11-27,South Africa,Mobile,Referral,Basic,99.0,0.014,97.61,14,3,7,1,2026-01-04
C00352,2026-01-08,South Africa,Mobile,Referral,Standard,179.0,0.024,174.7,17,1,5,0,
C00353,2026-01-26,South Africa,Tablet,Referral,Premium,299.0,0.027,290.93,32,2,8,0,
C00354,2024-04-25,Nigeria,Desktop,Paid Social,Standard,179.0,0.08,164.68,36,0,10,0,
C00355,2025-11-10,Kenya,Mobile,Paid Social,Standard,179.0,0.214,140.69,30,2,10,0,
C00356,2024-03-10,South Africa,Mobile,Paid Search,Premium,299.0,0.223,232.32,14,0,7,0,
C00357,2025-07-24,Brazil,Mobile,Paid Social,Premium,299.0,0.229,230.53,26,0,7,1,2026-11-14
C00358,2025-10-06,USA,Mobile,Referral,Standard,179.0,0.01,177.21,6,0,5,0,
C00359,2025-11-09,South Africa,Desktop,Organic,Premium,299.0,0.027,290.93,31,0,4,0,
C00360,2024-06-19,South Africa,Mobile,Organic,Premium,299.0,0.067,278.97,11,0,6,1,2025-11-04
C00361,2025-11-11,United Kingdom,Mobile,Organic,Standard,179.0,0.04,171.84,15,0,8,0,
C00362,2024-03-29,Germany,Mobile,Partner,Standard,179.0,0.221,139.44,21,4,7,1,2025-07-15
C00363,2025-01-30,South Africa,Mobile,Paid Search,Basic,99.0,0.009,98.11,22,3,4,1,2026-06-26
C00364,2024-12-23,Germany,Mobile,Paid Social,Basic,99.0,0.158,83.36,16,1,6,1,2025-02-08
C00365,2024-08-28,South Africa,Mobile,Referral,Standard,179.0,0.057,168.8,33,2,7,0,
C00366,2024-01-17,South Africa,Mobile,Partner,Standard,179.0,0.244,135.32,27,0,7,0,
C00367,2025-08-11,Germany,Tablet,Organic,Basic,99.0,0.01,98.01,23,1,7,0,
C00368,2024-09-12,United Kingdom,Mobile,Referral,Standard,179.0,0.097,161.64,11,2,4,1,2024-12-04
C00369,2025-05-19,India,Mobile,Referral,Standard,179.0,0.068,166.83,35,0,8,0,
C00370,2024-11-08,South Africa,Mobile,Organic,Premium,299.0,0.075,276.58,18,0,8,0,
C00371,2024-10-11,South Africa,Mobile,Paid Social,Basic,99.0,0.002,98.8,32,1,5,1,2025-12-01
C00372,2025-11-06,South Africa,Mobile,Organic,Basic,99.0,0.018,97.22,34,1,7,1,2026-01-09
C00373,2024-03-12,South Africa,Mobile,Paid Social,Standard,179.0,0.226,138.55,25,2,8,1,2025-01-21
C00374,2025-07-15,South Africa,Mobile,Paid Search,Premium,299.0,0.007,296.91,32,1,8,0,
C00375,2025-07-23,Kenya,Mobile,Organic,Premium,299.0,0.087,272.99,6,2,4,1,2025-11-17
C00376,2024-10-16,Kenya,Desktop,Organic,Premium,299.0,0.024,291.82,22,1,7,0,
C00377,2024-07-18,United Kingdom,Mobile,Organic,Premium,299.0,0.06,281.06,33,1,6,0,
C00378,2024-01-05,South Africa,Mobile,Organic,Basic,99.0,0.016,97.42,25,1,7,0,
C00379,2025-12-14,South Africa,Mobile,Paid Social,Basic,99.0,0.04,95.04,8,0,6,0,
C00380,2025-12-23,United Kingdom,Mobile,Organic,Basic,99.0,0.025,96.52,16,2,9,0,
C00381,2024-07-02,South Africa,Mobile,Organic,Standard,179.0,0.073,165.93,3,1,7,1,2024-08-18
C00382,2024-01-25,India,Mobile,Paid Social,Premium,299.0,0.094,270.89,27,0,9,0,
C00383,2024-04-03,South Africa,Mobile,Paid Social,Basic,99.0,0.036,95.44,3,2,8,1,2024-04-25
C00384,2024-02-21,Nigeria,Mobile,Paid Search,Standard,179.0,0.249,134.43,30,1,5,1,2025-03-11
C00385,2025-09-25,USA,Tablet,Partner,Basic,99.0,0.154,83.75,27,1,6,0,
C00386,2024-04-26,Nigeria,Tablet,Paid Search,Basic,99.0,0.11,88.11,14,0,9,1,2024-11-15
C00387,2025-07-23,Nigeria,Tablet,Referral,Basic,99.0,0.089,90.19,22,2,6,1,2025-08-08
C00388,2024-05-16,United Kingdom,Mobile,Organic,Basic,99.0,0.086,90.49,16,2,5,0,
C00389,2024-10-06,South Africa,Mobile,Paid Social,Premium,299.0,0.205,237.7,26,3,7,1,2025-01-05
C00390,2025-04-01,United Kingdom,Mobile,Partner,Basic,99.0,0.203,78.9,9,2,6,1,2026-03-12
C00391,2025-07-02,USA,Mobile,Referral,Premium,299.0,0.056,282.26,29,0,10,0,
C00392,2025-10-28,Brazil,Mobile,Paid Search,Standard,179.0,0.222,139.26,8,1,8,0,
C00393,2024-02-04,South Africa,Mobile,Paid Social,Basic,99.0,0.075,91.58,3,0,7,0,
C00394,2024-05-29,South Africa,Mobile,Organic,Basic,99.0,0.06,93.06,17,1,9,1,2024-11-06
C00395,2024-08-01,India,Mobile,Paid Social,Premium,299.0,0.101,268.8,22,3,4,0,
C00396,2024-08-24,Nigeria,Mobile,Referral,Basic,99.0,0.041,94.94,20,0,6,0,
C00397,2026-01-30,South Africa,Desktop,Partner,Premium,299.0,0.25,224.25,19,1,4,1,2026-07-18
C00398,2025-08-15,South Africa,Mobile,Paid Search,Basic,99.0,0.246,74.65,33,1,2,1,2025-10-24
C00399,2024-09-01,South Africa,Desktop,Organic,Standard,179.0,0.013,176.67,22,1,7,1,2025-12-08
C00400,2026-01-10,Kenya,Mobile,Paid Social,Premium,299.0,0.143,256.24,26,0,6,0,
C00401,2025-01-15,South Africa,Mobile,Organic,Basic,99.0,0.078,91.28,20,2,8,1,2025-11-22
C00402,2025-01-16,South Africa,Mobile,Organic,Basic,99.0,0.055,93.56,26,2,8,0,
C00403,2024-11-26,South Africa,Mobile,Organic,Premium,299.0,0.002,298.4,29,1,8,0,
C00404,2024-04-19,USA,Mobile,Paid Social,Basic,99.0,0.016,97.42,22,1,5,1,2025-05-29
C00405,2025-12-12,South Africa,Mobile,Organic,Basic,99.0,0.091,89.99,24,2,6,0,
C00406,2024-01-11,South Africa,Mobile,Organic,Basic,99.0,0.088,90.29,3,2,6,1,2024-12-26
C00407,2024-05-12,Kenya,Mobile,Organic,Basic,99.0,0.082,90.88,4,1,8,1,2025-05-09
C00408,2024-06-23,South Africa,Mobile,Referral,Standard,179.0,0.099,161.28,20,0,7,0,
C00409,2024-07-31,Brazil,Desktop,Paid Social,Standard,179.0,0.167,149.11,19,0,5,1,2024-11-03
C00410,2024-04-10,USA,Mobile,Organic,Basic,99.0,0.096,89.5,23,1,5,0,
C00411,2024-01-14,South Africa,Mobile,Organic,Premium,299.0,0.095,270.6,24,0,8,0,
C00412,2025-05-31,South Africa,Mobile,Paid Search,Basic,99.0,0.202,79.0,23,4,4,1,2025-08-08
C00413,2026-01-08,South Africa,Mobile,Organic,Basic,99.0,0.086,90.49,8,3,5,1,2027-06-07
C00414,2024-04-02,South Africa,Mobile,Paid Social,Standard,179.0,0.171,148.39,21,1,5,1,2024-08-22
C00415,2024-08-13,South Africa,Mobile,Paid Search,Premium,299.0,0.182,244.58,13,0,6,0,
C00416,2025-01-20,South Africa,Desktop,Partner,Basic,99.0,0.211,78.11,21,1,8,0,
C00417,2025-12-07,South Africa,Mobile,Organic,Basic,99.0,0.038,95.24,3,3,6,1,2025-12-22
C00418,2025-06-13,Nigeria,Mobile,Paid Social,Standard,179.0,0.185,145.88,24,0,10,0,
C00419,2025-08-06,South Africa,Mobile,Organic,Premium,299.0,0.064,279.86,12,0,9,0,
C00420,2025-03-18,South Africa,Desktop,Partner,Basic,99.0,0.035,95.54,15,3,9,0,
C00421,2024-11-13,Kenya,Desktop,Partner,Basic,99.0,0.104,88.7,25,0,4,1,2025-09-15
C00422,2024-06-01,South Africa,Desktop,Paid Social,Standard,179.0,0.014,176.49,23,1,3,1,2024-12-24
C00423,2025-10-20,South Africa,Desktop,Paid Search,Basic,99.0,0.237,75.54,5,0,6,1,2025-12-31
C00424,2025-09-04,South Africa,Desktop,Organic,Basic,99.0,0.096,89.5,13,0,7,1,2026-07-01
C00425,2024-01-20,South Africa,Mobile,Referral,Basic,99.0,0.018,97.22,6,2,7,1,2025-05-01
C00426,2025-06-29,South Africa,Desktop,Paid Social,Basic,99.0,0.21,78.21,4,1,8,1,2025-08-21
C00427,2024-03-05,India,Mobile,Organic,Standard,179.0,0.006,177.93,22,0,3,0,
C00428,2025-07-17,USA,Mobile,Paid Search,Premium,299.0,0.175,246.68,28,1,9,0,
C00429,2025-09-21,South Africa,Desktop,Paid Search,Standard,179.0,0.222,139.26,25,0,7,1,2026-06-30
C00430,2024-04-09,South Africa,Mobile,Referral,Standard,179.0,0.057,168.8,26,1,4,0,
C00431,2024-11-26,Germany,Mobile,Paid Social,Premium,299.0,0.029,290.33,24,0,9,0,
C00432,2024-04-04,United Kingdom,Mobile,Paid Social,Basic,99.0,0.001,98.9,16,2,6,1,2024-07-13
C00433,2025-03-08,South Africa,Mobile,Paid Social,Basic,99.0,0.124,86.72,9,0,7,1,2025-08-02
C00434,2025-12-07,South Africa,Desktop,Organic,Premium,299.0,0.073,277.17,20,1,9,0,
C00435,2024-03-02,South Africa,Mobile,Organic,Basic,99.0,0.017,97.32,7,0,8,0,
C00436,2024-10-29,Nigeria,Desktop,Organic,Standard,179.0,0.069,166.65,14,0,5,0,
C00437,2026-01-11,South Africa,Mobile,Referral,Standard,179.0,0.018,175.78,22,0,7,0,
C00438,2024-08-17,South Africa,Desktop,Paid Search,Basic,99.0,0.229,76.33,17,1,4,0,
C00439,2024-04-10,South Africa,Mobile,Paid Search,Standard,179.0,0.082,164.32,46,2,8,0,
C00440,2025-01-07,South Africa,Desktop,Organic,Basic,99.0,0.06,93.06,7,0,10,0,
C00441,2025-01-22,Kenya,Mobile,Organic,Basic,99.0,0.078,91.28,17,0,4,1,2026-01-04
C00442,2025-05-20,United Kingdom,Mobile,Paid Social,Standard,179.0,0.063,167.72,10,1,5,1,2026-10-10
C00443,2024-08-27,Kenya,Mobile,Organic,Basic,99.0,0.081,90.98,15,0,6,0,
C00444,2025-12-29,South Africa,Mobile,Organic,Standard,179.0,0.059,168.44,18,1,6,0,
C00445,2025-02-01,South Africa,Mobile,Referral,Premium,299.0,0.08,275.08,31,1,8,0,
C00446,2024-08-06,India,Desktop,Organic,Premium,299.0,0.098,269.7,20,1,6,0,
C00447,2026-01-01,Kenya,Desktop,Paid Search,Basic,99.0,0.205,78.7,16,2,7,1,2026-11-09
C00448,2025-12-05,South Africa,Desktop,Paid Search,Basic,99.0,0.056,93.46,15,2,8,1,2026-03-02
C00449,2025-01-15,South Africa,Mobile,Referral,Basic,99.0,0.014,97.61,7,2,9,0,
C00450,2024-01-19,India,Mobile,Organic,Basic,99.0,0.06,93.06,13,1,4,1,2025-04-04
C00451,2025-03-30,India,Desktop,Paid Social,Premium,299.0,0.054,282.85,21,0,10,0,
C00452,2025-02-27,USA,Desktop,Partner,Basic,99.0,0.19,80.19,19,1,10,0,
C00453,2024-04-22,Nigeria,Mobile,Paid Social,Basic,99.0,0.198,79.4,22,5,8,1,2024-09-06
C00454,2025-04-28,South Africa,Tablet,Paid Search,Premium,299.0,0.194,240.99,22,0,7,0,
C00455,2025-10-02,South Africa,Mobile,Paid Social,Basic,99.0,0.036,95.44,16,2,5,1,2026-08-18
C00456,2024-03-21,South Africa,Desktop,Paid Search,Basic,99.0,0.138,85.34,4,1,5,0,
C00457,2025-07-05,United Kingdom,Tablet,Paid Search,Basic,99.0,0.106,88.51,22,3,3,1,2026-04-21
C00458,2024-04-16,Nigeria,Desktop,Paid Search,Standard,179.0,0.248,134.61,15,1,7,0,
C00459,2025-07-24,South Africa,Mobile,Organic,Standard,179.0,0.085,163.78,27,0,9,0,
C00460,2024-11-15,USA,Mobile,Organic,Basic,99.0,0.06,93.06,29,2,8,1,2025-12-12
C00461,2024-01-05,South Africa,Mobile,Paid Search,Premium,299.0,0.036,288.24,22,1,6,0,
C00462,2026-01-06,South Africa,Desktop,Organic,Premium,299.0,0.047,284.95,16,1,7,0,
C00463,2024-05-06,South Africa,Mobile,Paid Search,Premium,299.0,0.193,241.29,24,1,6,1,2025-05-20
C00464,2025-03-30,India,Desktop,Paid Search,Basic,99.0,0.092,89.89,21,1,6,0,
C00465,2024-05-18,USA,Desktop,Partner,Basic,99.0,0.158,83.36,15,2,9,0,
C00466,2025-12-11,Kenya,Mobile,Organic,Premium,299.0,0.065,279.56,19,0,8,0,
C00467,2025-07-16,Brazil,Mobile,Paid Social,Basic,99.0,0.248,74.45,23,0,6,1,2026-08-16
C00468,2025-09-04,USA,Desktop,Paid Search,Standard,179.0,0.043,171.3,25,2,8,0,
C00469,2024-11-25,India,Mobile,Organic,Standard,179.0,0.002,178.64,18,1,8,0,
C00470,2024-12-22,India,Mobile,Organic,Basic,99.0,0.077,91.38,5,1,8,0,
C00471,2025-04-28,South Africa,Mobile,Organic,Standard,179.0,0.002,178.64,25,1,4,1,2025-12-06
C00472,2025-08-20,India,Mobile,Organic,Premium,299.0,0.03,290.03,18,2,8,1,2026-12-14
C00473,2025-10-07,Nigeria,Desktop,Organic,Standard,179.0,0.088,163.25,23,0,8,0,
C00474,2024-01-14,Germany,Mobile,Paid Search,Basic,99.0,0.241,75.14,19,1,5,1,2025-05-18
C00475,2025-05-20,South Africa,Mobile,Paid Search,Premium,299.0,0.228,230.83,9,3,6,1,2025-06-02
C00476,2024-03-24,Germany,Mobile,Organic,Standard,179.0,0.049,170.23,22,0,7,1,2024-04-18
C00477,2024-08-07,Brazil,Mobile,Organic,Standard,179.0,0.072,166.11,25,1,9,0,
C00478,2025-09-24,South Africa,Mobile,Organic,Premium,299.0,0.094,270.89,29,3,5,0,
C00479,2024-07-09,Brazil,Desktop,Paid Search,Standard,179.0,0.113,158.77,22,0,10,0,
C00480,2025-08-30,South Africa,Mobile,Organic,Basic,99.0,0.002,98.8,2,1,7,0,
C00481,2024-12-18,South Africa,Mobile,Paid Search,Basic,99.0,0.006,98.41,28,0,6,0,
C00482,2024-06-26,South Africa,Desktop,Organic,Basic,99.0,0.015,97.52,21,1,6,0,
C00483,2024-09-11,India,Mobile,Organic,Standard,179.0,0.005,178.1,11,1,4,1,2024-11-05
C00484,2025-02-08,Nigeria,Mobile,Partner,Standard,179.0,0.168,148.93,15,0,4,0,
C00485,2025-08-06,South Africa,Mobile,Organic,Standard,179.0,0.078,165.04,23,4,6,1,2026-11-12
C00486,2025-04-06,Nigeria,Mobile,Organic,Basic,99.0,0.004,98.6,23,2,10,0,
C00487,2025-12-12,South Africa,Mobile,Organic,Standard,179.0,0.078,165.04,17,1,3,1,2026-07-09
C00488,2025-10-23,South Africa,Desktop,Partner,Premium,299.0,0.106,267.31,31,1,5,0,
C00489,2025-07-28,India,Desktop,Paid Social,Basic,99.0,0.102,88.9,4,0,9,0,
C00490,2025-04-04,United Kingdom,Mobile,Paid Social,Standard,179.0,0.056,168.98,13,2,6,1,2025-12-07
C00491,2024-08-08,India,Mobile,Partner,Standard,179.0,0.062,167.9,4,1,9,0,
C00492,2024-11-10,Nigeria,Mobile,Organic,Standard,179.0,0.012,176.85,14,1,6,1,2025-05-20
C00493,2024-03-31,Brazil,Mobile,Partner,Basic,99.0,0.079,91.18,30,0,5,1,2025-08-13
C00494,2024-10-12,South Africa,Desktop,Organic,Standard,179.0,0.03,173.63,37,0,7,0,
C00495,2025-12-06,South Africa,Desktop,Paid Social,Premium,299.0,0.028,290.63,26,3,1,1,2026-03-14
C00496,2024-11-20,South Africa,Desktop,Paid Search,Standard,179.0,0.144,153.22,16,1,5,0,
C00497,2024-03-27,Nigeria,Mobile,Paid Search,Premium,299.0,0.04,287.04,22,1,9,0,
C00498,2025-05-11,United Kingdom,Desktop,Partner,Premium,299.0,0.132,259.53,28,1,8,1,2026-09-01
C00499,2026-01-03,Germany,Mobile,Organic,Basic,99.0,0.078,91.28,5,0,10,0,
C00500,2025-10-23,South Africa,Mobile,Partner,Standard,179.0,0.161,150.18,16,0,8,0,
C00501,2024-07-27,South Africa,Desktop,Organic,Standard,179.0,0.095,162.0,32,0,3,0,
C00502,2024-12-11,United Kingdom,Mobile,Paid Social,Premium,299.0,0.127,261.03,16,2,5,1,2025-04-22
C00503,2025-02-08,Brazil,Desktop,Partner,Basic,99.0,0.045,94.54,12,1,10,0,
C00504,2024-07-07,South Africa,Desktop,Organic,Basic,99.0,0.081,90.98,18,2,9,1,2025-01-05
C00505,2024-07-23,South Africa,Desktop,Partner,Premium,299.0,0.093,271.19,26,1,10,0,
C00506,2024-06-29,South Africa,Mobile,Paid Search,Basic,99.0,0.167,82.47,13,4,6,0,
C00507,2026-01-27,South Africa,Mobile,Paid Social,Standard,179.0,0.109,159.49,22,1,5,0,
C00508,2025-07-22,South Africa,Desktop,Organic,Basic,99.0,0.05,94.05,23,1,6,1,2026-06-24
C00509,2025-10-02,South Africa,Desktop,Paid Search,Premium,299.0,0.106,267.31,40,1,6,1,2027-01-02
C00510,2025-09-14,United Kingdom,Mobile,Paid Social,Premium,299.0,0.059,281.36,23,0,10,0,
C00511,2025-12-31,South Africa,Desktop,Paid Search,Basic,99.0,0.068,92.27,18,1,6,1,2026-07-20
C00512,2024-03-21,South Africa,Mobile,Organic,Standard,179.0,0.026,174.35,33,0,7,0,
C00513,2025-11-02,South Africa,Mobile,Organic,Basic,99.0,0.054,93.65,14,0,7,0,
C00514,2024-02-20,USA,Desktop,Referral,Standard,179.0,0.022,175.06,10,2,8,0,
C00515,2024-12-28,South Africa,Mobile,Organic,Standard,179.0,0.087,163.43,23,2,7,1,2026-01-19
C00516,2025-03-28,South Africa,Mobile,Paid Social,Premium,299.0,0.109,266.41,33,1,5,1,2026-03-04
C00517,2024-09-29,South Africa,Tablet,Partner,Basic,99.0,0.049,94.15,21,1,5,0,
C00518,2024-04-21,United Kingdom,Desktop,Organic,Basic,99.0,0.075,91.58,17,1,8,1,2025-01-26
C00519,2024-05-26,India,Desktop,Organic,Standard,179.0,0.001,178.82,9,1,3,1,2025-07-08
C00520,2025-09-20,South Africa,Mobile,Paid Social,Standard,179.0,0.1,161.1,21,2,9,1,2027-01-27
